tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
114-04449,I-5,SOUTHBOUND,I-405/EXIT 299,OR,MULTNOMAH,97201,45.50635,-122.67191,45.5016,-122.67421,0.379904,363.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,6,1,6,5,2,1,,86128,2692,7840,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,43064,1346,3920
114-04446,I-5,SOUTHBOUND,TERWILLIGER BLVD/EXIT 297,OR,MULTNOMAH,97239,45.48743,-122.67858,45.47004,-122.68308,1.45722,368.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,1,6,5,2,1,5,107335,3079,10089,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,53668,1540,5045
114-04448,I-5,SOUTHBOUND,OR-43/MACADAM AVE/EXIT 299,OR,MULTNOMAH,97239,45.49731,-122.67353,45.49518,-122.67358,0.147163,364.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,6,5,2,1,5,99491,3125,9431,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,49746,1563,4716
114-04447,I-5,SOUTHBOUND,CORBETT AVE/EXIT 298,OR,MULTNOMAH,97239,45.49352,-122.6737,45.48923,-122.67626,0.326399,366.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,1,6,5,2,1,5,107202,3076,10076,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,53601,1538,5038
114-04686,WA-14,EASTBOUND,192ND AVE/EXIT 10,WA,CLARK,98683,45.58912,-122.49454,45.58535,-122.47774,0.855523,13.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,1,5,14,4,1,,45554,1399,847,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,22777,700,424
114+05209,WA-14,WESTBOUND,NW 6TH AVE,WA,CLARK,98607,45.57686,-122.35627,45.5802,-122.42701,3.627301,16.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,6,1,4,14,4,1,,24569,959,1035,1,81,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12285,480,518
114N12177,NE AIRPORT WAY,EASTBOUND,NE 82ND AVE,OR,MULTNOMAH,97220,45.58092,-122.57261,45.58071,-122.57204,0.031144,3.0,America/Los_Angeles,P1.11,USA,1709,5,N,3,71317,6,,6,,1,1,,26780,1666,506,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,13390,833,253
114+05324,OR-99E,NORTHBOUND,SE TACOMA ST,OR,CLACKAMAS,97222,45.45384,-122.64071,45.46429,-122.6384,0.732296,58.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,2,1,6,99,4,1,99E,41600,1255,1160,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,20800,628,580
114+04478,I-84,EASTBOUND,OR-99E/PACIFIC HWY/GRAND AVE,OR,MULTNOMAH,97232,45.52565,-122.66043,45.52607,-122.65953,0.052409,2.001,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,,6,84,2,1,84,128275,3220,3912,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,64138,1610,1956
114+05325,OR-99E,NORTHBOUND,SE MILWAUKIE AVE,OR,MULTNOMAH,97202,45.46429,-122.6384,45.48727,-122.65033,1.775797,59.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,2,,4,99,4,1,99E,44750,1350,1247,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22375,675,624
114N12175,NE AIRPORT WAY,EASTBOUND,I-205,OR,MULTNOMAH,97220,45.57324,-122.5539,45.56945,-122.54713,0.419234,7.0,America/Los_Angeles,P1.3,USA,1709,4,N,3,71317,2,,2,,1,1,,24357,821,667,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,12179,411,334
114N12176,NE AIRPORT WAY,EASTBOUND,NE MT HOOD AVE,OR,MULTNOMAH,97220,45.57784,-122.56475,45.57571,-122.55923,0.304786,5.0,America/Los_Angeles,P1.11,USA,1709,4,N,3,71317,6,,6,,1,1,,40698,2532,768,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,20349,1266,384
114+05326,OR-99E,NORTHBOUND,SE HOLGATE BLVD,OR,MULTNOMAH,97202,45.48727,-122.65033,45.49035,-122.65432,0.288461,60.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,6,,6,99,4,1,99E,47119,1422,1314,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,23560,711,657
114+04479,I-84,EASTBOUND,LLOYD BLVD/NE 1ST AVE/EXIT 1,OR,MULTNOMAH,97232,45.52665,-122.65837,45.5284,-122.65357,0.262976,3.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,,6,84,2,1,84,127320,3352,4073,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,63660,1676,2037
114P11661,NE SANDY BLVD,NORTHBOUND,I-84/US-30 BUS,OR,MULTNOMAH,97232,45.53368,-122.62578,45.53392,-122.62523,0.031364,4.0,America/Los_Angeles,P1.3,USA,1571,4,N,1,71317,4,1,1,,1,1,,10948,,,1,86,1,100,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,10948,,
114N05887,OR-213,SOUTHBOUND,SE JOHNSON CREEK BLVD,OR,CLACKAMAS,97086,45.45695,-122.57912,45.45659,-122.57913,0.024873,17.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,23916,1325,368,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11958,663,184
114P11666,NE SANDY BLVD,NORTHBOUND,I-205,OR,MULTNOMAH,97220,45.55709,-122.56723,45.55776,-122.56554,0.093939,10.0,America/Los_Angeles,P1.3,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114P11667,NE SANDY BLVD,NORTHBOUND,US-30 BYP,OR,MULTNOMAH,97220,45.55914,-122.56198,45.55978,-122.56141,0.052174,12.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114+04483,I-84,EASTBOUND,47TH AVE/EXIT 2,OR,MULTNOMAH,97213,45.53227,-122.61964,45.53025,-122.61497,0.268811,11.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,,6,84,2,1,84,139280,4718,6802,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,69640,2359,3401
114+04362,WA-14,WESTBOUND,I-205/EXIT 6,WA,CLARK,98683,45.5936,-122.51036,45.60123,-122.54051,1.550036,22.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,6,1,4,205,4,1,,46224,1438,1349,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,23112,719,675
114+04363,WA-14,WESTBOUND,ELLSWORTH AVE/EXIT 5,WA,CLARK,98664,45.60585,-122.56018,45.60611,-122.56139,0.061172,24.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,6,1,4,205,4,1,,47190,1472,1439,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,23595,736,720
114N13039,MILL PLAIN BLVD,EASTBOUND,MACARTHUR BLVD,WA,CLARK,98661,45.62868,-122.6209,45.62871,-122.61873,0.10485,7.0,America/Los_Angeles,P1.11,USA,1956,4,N,3,71317,2,,4,,1,1,,16705,972,389,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8353,486,195
114+04484,I-84,EASTBOUND,60TH AVE/EXIT 3,OR,MULTNOMAH,97213,45.53001,-122.61457,45.52734,-122.60629,0.462224,12.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,1,6,84,2,1,84,138894,4652,6708,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,69447,2326,3354
114+04485,I-84,EASTBOUND,68TH AVE/NE HALSEY ST/EXIT 4,OR,MULTNOMAH,97213,45.53037,-122.59915,45.53208,-122.59582,0.199804,14.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,,6,84,2,1,84,135340,4534,6537,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,67670,2267,3269
114+04364,WA-14,WESTBOUND,LIESER RD/EXIT 4,WA,CLARK,98664,45.60733,-122.56705,45.61053,-122.58233,0.770796,26.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,6,1,4,205,4,1,,47190,1472,1439,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,23595,736,720
114N13038,MILL PLAIN BLVD,EASTBOUND,N ANDRESEN RD,WA,CLARK,98661,45.62684,-122.60179,45.62681,-122.60163,0.008003,9.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114+04486,I-84,EASTBOUND,82ND AVE/EXIT 5,OR,MULTNOMAH,97213,45.53363,-122.59282,45.53334,-122.57905,0.738446,16.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,,6,84,2,1,84,132367,4433,6391,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,66184,2217,3196
114+04365,WA-14,WESTBOUND,SE EVERGREEN HWY/RIVERSIDE DR/EXIT 3,WA,CLARK,98664,45.61204,-122.5896,45.61318,-122.59965,0.492703,28.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,6,1,4,205,4,1,,47190,1472,1439,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,23595,736,720
114+04480,I-84,EASTBOUND,33RD AVE/EXIT 1,OR,MULTNOMAH,97232,45.52986,-122.64595,45.53207,-122.63294,0.678877,5.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,1,7,84,2,1,84,142257,5676,6922,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,71129,2838,3461
114-05886,OR-213,SOUTHBOUND,SE OTTY RD,OR,CLACKAMAS,97086,45.45659,-122.57913,45.45144,-122.5791,0.355821,18.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,23920,1324,367,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11960,662,184
114+04481,I-84,EASTBOUND,33RD AVE,OR,MULTNOMAH,97232,45.5339,-122.63069,45.53405,-122.63022,0.025075,7.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,,6,84,2,1,84,136426,5921,6548,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,68213,2961,3274
114-05887,OR-213,SOUTHBOUND,SE JOHNSON CREEK BLVD,OR,MULTNOMAH,97266,45.47587,-122.57908,45.45695,-122.57912,1.30707,16.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,1,4,213,4,1,213,17830,986,273,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8915,493,137
114+04482,I-84,EASTBOUND,39TH AVE/EXIT 2,OR,MULTNOMAH,97232,45.53403,-122.6273,45.53365,-122.62564,0.084532,9.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,,6,84,2,1,84,131245,5921,6548,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,65623,2961,3274
114+04361,WA-14,WESTBOUND,164TH AVE/EXIT 8,WA,CLARK,98683,45.58552,-122.47809,45.58978,-122.49651,0.94033,20.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,6,1,4,14,4,1,,36350,1151,674,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,18175,576,337
114N13036,MILL PLAIN BLVD,EASTBOUND,I-205,WA,CLARK,98684,45.621,-122.56205,45.62104,-122.55645,0.27061,12.0,America/Los_Angeles,P1.3,USA,1956,4,N,3,71317,2,,4,,1,1,,40915,1904,951,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20458,952,476
114+04487,I-84,EASTBOUND,I-205/EXIT 6,OR,MULTNOMAH,97220,45.532,-122.57509,45.53132,-122.57056,0.226227,18.0,America/Los_Angeles,P1.1,USA,95,2,N,1,71317,2,,5,84,2,1,84,83353,3544,5110,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,41677,1772,2555
114+04366,WA-14,WESTBOUND,COLUMBIA WAY/E 1ST ST/EXIT 1,WA,CLARK,98661,45.61713,-122.61873,45.61862,-122.634219980216,0.763759,29.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,6,1,4,205,4,1,,47190,1472,1439,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,23595,736,720
114+04488,I-84,EASTBOUND,HALSEY ST/EXIT 7,OR,MULTNOMAH,97220,45.53147,-122.56877,45.53202,-122.56639,0.121506,20.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,,5,84,2,1,84,65747,2203,3176,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,32874,1102,1588
114+04489,I-84,EASTBOUND,I-205/EXIT 8,OR,MULTNOMAH,97220,45.53286,-122.56452,45.53959,-122.55983,0.53845,22.0,America/Los_Angeles,P1.1,USA,95,2,N,1,71317,2,,5,84,2,1,84,64856,2192,3201,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,32428,1096,1601
114+12090,SE 182ND AVE,NORTHBOUND,SE YAMHILL ST,OR,MULTNOMAH,97233,45.50457,-122.47564,45.51533,-122.47582,0.743574,2.0,America/Los_Angeles,P1.11,USA,1683,4,N,3,71317,2,,4,,1,1,,22429,2389,1054,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11215,1195,527
114+04369,US-26,WESTBOUND,CANYON RD/EXIT 73,OR,MULTNOMAH,97201,45.51548,-122.69315,45.51584,-122.69946,0.314415,164.0,America/Los_Angeles,P1.11,USA,89,2,N,2,71317,1,2,3,26,3,1,26,61883,1696,1374,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,61883,1696,1374
114N04447,I-5,SOUTHBOUND,CORBETT AVE/EXIT 298,OR,MULTNOMAH,97239,45.48923,-122.67626,45.48743,-122.67858,0.167799,367.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,1,6,5,2,1,5,109693,3147,10311,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,54847,1574,5156
114N04448,I-5,SOUTHBOUND,OR-43/MACADAM AVE/EXIT 299,OR,MULTNOMAH,97239,45.49518,-122.67358,45.49352,-122.6737,0.114965,365.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,1,6,5,2,1,5,99491,3127,9431,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,49746,1564,4716
114N04686,WA-14,EASTBOUND,192ND AVE/EXIT 10,WA,CLARK,98683,45.58535,-122.47774,45.584310002277,-122.468900019354,0.433384,14.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,40643,1265,754,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,20322,633,377
114+04494,I-84,EASTBOUND,207TH AVE/EXIT 14,OR,MULTNOMAH,97230,45.54103,-122.4729,45.53943,-122.4545,0.898517,30.0,America/Los_Angeles,P1.3,USA,95,1,N,1,71317,2,1,6,84,2,1,84,79143,2679,4959,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,39572,1340,2480
114+04495,I-84,EASTBOUND,238TH DR/EXIT 16,OR,MULTNOMAH,97024,45.53976,-122.44275,45.53998,-122.42398,0.952784,32.0,America/Los_Angeles,P1.3,USA,95,1,N,1,71317,2,1,6,84,2,1,84,59937,2626,9276,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,29969,1313,4638
114+04496,I-84,EASTBOUND,MARINE DR/EXIT 17,OR,MULTNOMAH,97060,45.54116,-122.41353,45.54412,-122.405,0.461769,34.0,America/Los_Angeles,P1.3,USA,95,1,N,1,71317,2,,6,84,2,1,84,46292,1958,6916,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,23146,979,3458
114+04490,I-84,EASTBOUND,102ND AVE/EXIT 9,OR,MULTNOMAH,97220,45.54313,-122.55935,45.54362,-122.55917,0.034965,23.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,4,,1,84,1,1,84,25046,1537,3375,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,25046,1537,3375
114+04370,US-26,WESTBOUND,CANYON RD/EXIT 72,OR,MULTNOMAH,97201,45.51486,-122.70066,45.506750002934,-122.713369979674,0.870934,165.0,America/Los_Angeles,P1.11,USA,89,2,N,2,71317,6,,7,26,3,1,26,129380,3542,2870,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,64690,1771,1435
114-07538,US-30-BYP,WESTBOUND,NE 201ST AVE,OR,MULTNOMAH,97024,45.54249,-122.43336,45.54502,-122.45661,1.146718,3.0,America/Los_Angeles,P1.11,USA,385,4,N,3,71317,2,,2,30,3,4,,9901,548,110,1,39,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4951,274,55
114+04491,I-84,EASTBOUND,I-84/US-30/EXIT 9,OR,MULTNOMAH,97220,45.54562,-122.5578,45.54716,-122.55453,0.194759,25.0,America/Los_Angeles,P1.1,USA,95,2,N,1,71317,2,,4,84,2,1,84,45910,1538,2713,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22955,769,1357
114-07537,US-30-BYP,WESTBOUND,NE 181ST AVE/NE AIRPORT WAY,OR,MULTNOMAH,97230,45.54502,-122.45661,45.54596,-122.47718,0.997406,4.0,America/Los_Angeles,P1.11,USA,385,4,N,3,71317,2,,2,30,3,4,,10645,588,117,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5323,294,59
114+04492,I-84,EASTBOUND,122ND AVE/EXIT 10,OR,MULTNOMAH,97220,45.5474,-122.55075,45.54653,-122.53817,0.612745,26.0,America/Los_Angeles,P1.3,USA,95,1,N,1,71317,2,,6,84,2,1,84,105334,3171,10133,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,52667,1586,5067
114-07536,US-30-BYP,WESTBOUND,NE 148TH AVE,OR,MULTNOMAH,97230,45.54596,-122.47718,45.55242,-122.5103,1.664472,5.0,America/Los_Angeles,P1.11,USA,385,4,N,3,71317,2,,2,30,3,4,30BY,11067,1323,327,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,5534,662,164
114+04493,I-84,EASTBOUND,181ST AVE/EXIT 13,OR,MULTNOMAH,97230,45.54564,-122.53322,45.54226,-122.48384,2.412389,28.0,America/Los_Angeles,P1.3,USA,95,1,N,1,71317,2,1,6,84,2,1,84,100284,3071,9816,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,50142,1536,4908
114-07535,US-30-BYP,WESTBOUND,NE 122ND AVE,OR,MULTNOMAH,97230,45.55242,-122.5103,45.55699,-122.5362,1.292063,6.0,America/Los_Angeles,P1.11,USA,385,4,N,3,71317,2,,2,30,3,4,30BY,15186,1817,450,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7593,909,225
114-07534,US-30-BYP,WESTBOUND,I-205,OR,MULTNOMAH,97220,45.55941,-122.56073,45.55978,-122.56141,0.041659,9.0,America/Los_Angeles,P1.11,USA,385,4,N,3,71317,2,,4,30,3,4,30BY,24527,1266,503,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12264,633,252
114-07533,US-30-BYP,WESTBOUND,OR-213/NE 82ND AVE,OR,MULTNOMAH,97220,45.5615,-122.5656,45.56267,-122.5769,0.562287,11.0,America/Los_Angeles,P1.11,USA,385,3,N,3,71317,2,,5,30,3,4,30BY,27798,1433,568,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,13899,717,284
114-07532,US-30-BYP,WESTBOUND,NE 60TH AVE,OR,MULTNOMAH,97218,45.56267,-122.57851,45.5671,-122.60083,1.164916,13.0,America/Los_Angeles,P1.11,USA,385,3,N,3,71317,2,,4,30,3,4,30BY,25532,1316,522,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12766,658,261
114-07531,US-30-BYP,WESTBOUND,NE 33RD AVE,OR,MULTNOMAH,97218,45.5671,-122.60083,45.57229,-122.62964,1.438865,14.0,America/Los_Angeles,P1.11,USA,385,3,N,3,71317,2,,4,30,3,4,30BY,21835,1124,446,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10918,562,223
114-05352,OR-43,SOUTHBOUND,SW HOOD AVE/SW BANCROFT ST,OR,MULTNOMAH,97239,45.49649,-122.67387,45.49286,-122.6736,0.254634,5.0,America/Los_Angeles,P1.11,USA,288,3,N,3,71317,1,,2,43,4,1,43,10359,234,124,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10359,234,124
114-07530,US-30-BYP,WESTBOUND,OR-99E/NE M L KING BLVD,OR,MULTNOMAH,97211,45.57248,-122.63063,45.57723,-122.66133,1.529096,16.0,America/Los_Angeles,P1.11,USA,385,3,N,3,71317,2,,4,30,3,4,30BY,22350,1152,457,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11175,576,229
114-05351,OR-43,SOUTHBOUND,SW TAYLORS FERRY RD/SW MILES ST,OR,MULTNOMAH,97239,45.49184,-122.67299,45.47263,-122.67149,1.379304,7.0,America/Los_Angeles,P1.11,USA,288,3,N,3,71317,2,,4,43,4,1,43,18228,385,203,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9114,193,102
114-12057,NE 162ND AVE,SOUTHBOUND,NE 18TH ST,WA,CLARK,98684,45.64293,-122.50609,45.6357,-122.50612,0.499473,6.0,America/Los_Angeles,P1.11,USA,1675,4,N,3,71317,2,,4,,1,1,,25757,1030,515,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12879,515,258
114N07926,OR-99W,SOUTHBOUND,US-26/SW KELLY AVE/SW ARTHUR ST,OR,MULTNOMAH,97201,45.50265,-122.67777,45.49937,-122.67773,0.226654,1.0,America/Los_Angeles,P1.11,USA,218,4,N,3,71317,2,1,3,10,4,1,10,21088,540,266,1,31,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1.5,10544,270,133
114-12058,NE 162ND AVE,SOUTHBOUND,NE 28TH ST,WA,CLARK,98682,45.65034,-122.50604,45.64293,-122.50609,0.511891,5.0,America/Los_Angeles,P1.11,USA,1675,4,N,3,71317,6,,4,,1,1,,25757,1030,515,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12879,515,258
114P12697,N GREELEY AVE,NORTHBOUND,I-5/N INTERSTATE AVE,OR,MULTNOMAH,97227,45.54476,-122.67745,45.54612,-122.6822,0.248991,1.0,America/Los_Angeles,P1.3,USA,1858,4,N,4,71317,2,,2,,1,1,,4980,278,245,3,93,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,2490,139,123
114N07924,OR-99W,SOUTHBOUND,OR-10/SW CAPITOL HWY,OR,MULTNOMAH,97239,45.48237,-122.68059,45.48067,-122.68027,0.118454,4.0,America/Los_Angeles,P1.11,USA,218,4,N,3,71317,2,,4,10,4,1,10,25492,653,321,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12746,327,161
114P12451,N COLUMBIA,WESTBOUND,I-5,OR,MULTNOMAH,97217,45.58403,-122.67537,45.58409,-122.67588,0.025003,11.0,America/Los_Angeles,P1.3,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114-12176,NE AIRPORT WAY,EASTBOUND,NE MT HOOD AVE,OR,MULTNOMAH,97220,45.58071,-122.57204,45.57784,-122.56475,0.404509,4.0,America/Los_Angeles,P1.11,USA,1709,4,N,3,71317,6,,6,,1,1,,37655,2344,711,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,18828,1172,356
114N05980,OR-99E,SOUTHBOUND,I-5 (PORTLAND) (SOUTH),OR,MULTNOMAH,97214,45.51698,-122.66181,45.51546,-122.66181,0.105002,13.0,America/Los_Angeles,P1.11,USA,285,4,N,3,71317,4,,1,,1,1,,12004,664,133,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,12004,664,133
114P12698,N GREELEY AVE,NORTHBOUND,N GOING ST,OR,MULTNOMAH,97217,45.55401,-122.69181,45.55647,-122.69309,0.181228,3.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114-12177,NE AIRPORT WAY,EASTBOUND,NE 82ND AVE,OR,MULTNOMAH,97218,45.58463,-122.58205,45.58092,-122.57261,0.523462,2.0,America/Los_Angeles,P1.11,USA,1709,5,N,3,71317,6,,6,,1,1,,27046,1682,510,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,13523,841,255
114-12056,NE 162ND AVE,SOUTHBOUND,NE 164TH AVE,WA,CLARK,98684,45.6357,-122.50612,45.62542,-122.50548,0.71446,7.0,America/Los_Angeles,P1.11,USA,1675,4,N,3,71317,2,,4,,1,1,,25757,1030,515,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12879,515,258
114-12174,NE AIRPORT WAY,EASTBOUND,NE 122ND AVE,OR,MULTNOMAH,97220,45.56945,-122.54713,45.56553,-122.53353,0.760715,8.0,America/Los_Angeles,P1.11,USA,1709,4,N,3,71317,2,,2,,1,1,,24357,821,667,1,22,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,12179,411,334
