tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
114+12058,NE 162ND AVE,NORTHBOUND,NE 28TH ST,WA,CLARK,98684,45.6357,-122.50612,45.64293,-122.50609,0.499473,2.0,America/Los_Angeles,P1.11,USA,1675,4,N,3,71317,2,,4,,1,1,,25757,1030,515,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12879,515,258
114N04489,I-84,WESTBOUND,I-205/EXIT 8,OR,MULTNOMAH,97220,45.54284,-122.55955,45.53959,-122.55996,0.225553,382.001,America/Los_Angeles,P1.1,USA,95,2,N,1,71317,6,1,6,84,2,1,,130012,4355,6279,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,65006,2178,3140
114+12057,NE 162ND AVE,NORTHBOUND,NE 18TH ST,WA,CLARK,98684,45.62542,-122.50548,45.6357,-122.50612,0.71446,1.0,America/Los_Angeles,P1.11,USA,1675,4,N,3,71317,2,,4,,1,1,,25757,1030,515,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12879,515,258
114N04488,I-84,WESTBOUND,HALSEY ST/EXIT 7,OR,MULTNOMAH,97220,45.53305,-122.56447,45.5322,-122.56643,0.111703,383.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,84,127992,4286,6180,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,63996,2143,3090
114+12178,NE AIRPORT WAY,WESTBOUND,NE AIR CARGO RD,OR,MULTNOMAH,97218,45.58125,-122.57269,45.58493,-122.58215,0.523309,8.0,America/Los_Angeles,P1.11,USA,1709,5,N,3,71317,2,,6,,1,1,,26873,1671,508,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,13437,836,254
114N04362,WA-14,EASTBOUND,I-205/EXIT 6,WA,CLARK,98683,45.60598,-122.56139,45.601330009894,-122.541430040192,1.016867,10.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,44374,1376,1178,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,22187,688,589
114N04483,I-84,WESTBOUND,47TH AVE/EXIT 2,OR,MULTNOMAH,97213,45.53008,-122.61449,45.5304,-122.61497,0.032066,392.001,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,84,138267,4632,6678,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,69134,2316,3339
114+12059,NE 162ND AVE,NORTHBOUND,NE 39TH ST,WA,CLARK,98682,45.64293,-122.50609,45.65034,-122.50604,0.511891,3.0,America/Los_Angeles,P1.11,USA,1675,4,N,3,71317,2,,4,,1,1,,25757,1030,515,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12879,515,258
114N04361,WA-14,EASTBOUND,164TH AVE/EXIT 8,WA,CLARK,98683,45.59357,-122.51088,45.58912,-122.49454,0.847602,12.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,1,5,14,4,1,,43767,1346,881,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,21884,673,441
114N04482,I-84,WESTBOUND,39TH AVE/EXIT 2,OR,MULTNOMAH,97232,45.53317,-122.62295,45.53372,-122.62535,0.122193,394.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,,138081,4626,6669,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,69041,2313,3335
114N04485,I-84,WESTBOUND,68TH AVE/NE HALSEY ST/EXIT 4,OR,MULTNOMAH,97213,45.53364,-122.59312,45.5324,-122.59549,0.14316,389.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,2,1,6,84,2,1,84,130866,4382,6320,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,65433,2191,3160
114N04364,WA-14,EASTBOUND,LIESER RD/EXIT 4,WA,CLARK,98664,45.61177,-122.58889,45.60973,-122.57901,0.497813,6.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,50836,1585,1550,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,25418,793,775
114N04363,WA-14,EASTBOUND,ELLSWORTH AVE/EXIT 5,WA,CLARK,98664,45.60715,-122.5668,45.6061,-122.56191,0.247204,8.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,,4,14,4,1,,47190,1472,1439,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,23595,736,720
114N04484,I-84,WESTBOUND,60TH AVE/EXIT 3,OR,MULTNOMAH,97213,45.53054,-122.5991,45.52739,-122.60782,0.486618,391.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,84,133120,4458,6429,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,66560,2229,3215
114+04450,I-5,NORTHBOUND,I-405,OR,MULTNOMAH,97201,45.50251,-122.67319,45.50635,-122.67191,0.302747,1087.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,2,1,4,5,2,1,5,102070,3490,10133,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,51035,1745,5067
114+04451,I-5,NORTHBOUND,MARQUAM BRIDGE,OR,MULTNOMAH,97201,45.50682,-122.67098,45.50727,-122.67022,0.048168,1089.0,America/Los_Angeles,P3.2,USA,94,2,N,1,71317,6,1,6,5,2,1,5,80384,2944,8882,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,40192,1472,4441
114+04452,I-5,NORTHBOUND,EXIT 300,OR,MULTNOMAH,97214,45.50924,-122.66711,45.51186,-122.66723,0.189819,1091.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,2,1,6,5,2,1,5,99727,3445,10182,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,49864,1723,5091
114-05798,OR-99E,SOUTHBOUND,NE COLUMBIA BLVD,OR,MULTNOMAH,97211,45.58949,-122.66583,45.58112,-122.6613,0.620019,4.0,America/Los_Angeles,P1.11,USA,258,3,N,3,71317,2,1,4,99,4,1,99E,15355,1009,1150,3,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7678,505,575
114-05799,OR-99E,SOUTHBOUND,N VANCOUVER AVE,OR,MULTNOMAH,97217,45.60366,-122.68188,45.59037,-122.66636,1.214629,2.0,America/Los_Angeles,P1.11,USA,258,3,N,3,71317,2,1,4,99,4,1,99E,14508,1158,919,3,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7254,579,460
114-05796,OR-99E,SOUTHBOUND,NE KILLINGSWORTH ST,OR,MULTNOMAH,97211,45.56998,-122.66136,45.56274,-122.66142,0.500197,7.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114+04458,I-5,NORTHBOUND,KILLINGSWORTH ST/EXIT 303,OR,MULTNOMAH,97227,45.5483,-122.67861,45.55331,-122.67853,0.346129,1102.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,6,5,2,1,5,110057,4814,11822,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,55029,2407,5911
114-05797,OR-99E,SOUTHBOUND,NE PORTLAND BLVD,OR,MULTNOMAH,97211,45.57723,-122.66133,45.56998,-122.66136,0.500934,6.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114-05795,OR-99E,SOUTHBOUND,NE FREMONT ST,OR,MULTNOMAH,97211,45.56274,-122.66142,45.54828,-122.66159,0.999034,8.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114-07972,181ST AVE,SOUTHBOUND,I-84/US-30,OR,MULTNOMAH,97230,45.54581,-122.47721,45.5424,-122.47733,0.235787,1.0,America/Los_Angeles,P1.11,USA,436,4,N,3,71317,2,,4,,1,1,,22384,2384,1052,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11192,1192,526
114+04454,I-5,NORTHBOUND,I-84/US-30/EXIT 301,OR,MULTNOMAH,97232,45.52519,-122.66533,45.52729,-122.66525,0.145133,1094.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,6,1,4,84,2,1,5,56627,1856,5390,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,28314,928,2695
114-04460,I-5,SOUTHBOUND,PORTLAND BLVD/EXIT 304,OR,MULTNOMAH,97217,45.57489,-122.67874,45.57235,-122.67877,0.17547,344.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,6,5,2,1,5,108316,4687,11617,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,54158,2344,5809
114-07971,181ST AVE,SOUTHBOUND,E BURNSIDE ST,OR,MULTNOMAH,97230,45.54029,-122.47728,45.5221,-122.47715,1.258157,3.0,America/Los_Angeles,P1.11,USA,436,2,N,3,71317,2,,4,,1,1,,28182,3000,1322,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,14091,1500,661
114-07970,181ST AVE,SOUTHBOUND,SE YAMHILL ST,OR,MULTNOMAH,97233,45.52192,-122.47715,45.51622,-122.4765,0.397058,5.0,America/Los_Angeles,P1.11,USA,436,4,N,3,71317,2,,4,,1,1,,23946,2711,912,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11973,1356,456
114+04455,I-5,NORTHBOUND,WEIDLER ST/EXIT 302,OR,MULTNOMAH,97232,45.52923,-122.66523,45.53153,-122.66526,0.158923,1096.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,4,84,2,1,5,88339,2927,8440,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,44170,1464,4220
114+04456,I-5,NORTHBOUND,N BROADWAY ST/EXIT 302,OR,MULTNOMAH,97227,45.53509,-122.66676,45.53612,-122.66768,0.083935,1098.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,,4,5,2,1,5,105729,3468,10065,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,52865,1734,5033
114+04457,I-5,NORTHBOUND,I-405/US-30/EXIT 302,OR,MULTNOMAH,97227,45.53875,-122.66991,45.54002,-122.67097,0.101625,1100.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,2,1,4,5,2,1,5,88958,3965,9508,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,44479,1983,4754
114-04461,I-5,SOUTHBOUND,US-30 BYP/LOMBARD ST/EXIT 305,OR,MULTNOMAH,97217,45.58169,-122.6787,45.57721,-122.6787,0.309582,342.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,6,5,2,1,,106885,4468,11370,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,53443,2234,5685
114P13500,WEIDLER ST,EASTBOUND,N BROADWAY ST,OR,MULTNOMAH,97227,45.53428,-122.6698,45.53437,-122.66903,0.037921,1.0,America/Los_Angeles,P1.11,USA,2104,4,N,3,71317,6,,6,,1,1,,23370,541,222,4,97,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,11685,271,111
114N04458,I-5,SOUTHBOUND,KILLINGSWORTH ST/EXIT 303,OR,MULTNOMAH,97227,45.55543,-122.67874,45.55383,-122.67876,0.110543,347.1,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,6,5,2,1,,106885,4468,11370,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,53443,2234,5685
114N04457,I-5,SOUTHBOUND,I-405/US-30/EXIT 302,OR,MULTNOMAH,97227,45.54898,-122.67882,45.54219,-122.67332,0.556955,349.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,6,1,4,405,2,1,,88953,3964,9509,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,44477,1982,4755
114N04454,I-5,SOUTHBOUND,I-84/US-30/EXIT 301,OR,MULTNOMAH,97232,45.52868,-122.66533,45.52739,-122.66536,0.089133,355.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,6,1,4,84,2,1,,52825,1733,5029,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,26413,867,2515
114+12089,SE 182ND AVE,NORTHBOUND,SE DIVISION ST,OR,MULTNOMAH,97030,45.49058,-122.47555,45.50457,-122.47564,0.966485,1.0,America/Los_Angeles,P1.11,USA,1683,4,N,3,71317,2,,4,,1,1,,18111,1918,662,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9056,959,331
114N04453,I-5,SOUTHBOUND,OR-99E/EXIT 300,OR,MULTNOMAH,97232,45.52529,-122.66545,45.52147,-122.66567,0.264302,357.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,4,84,2,1,,59502,1951,5664,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,29751,976,2832
114N04456,I-5,SOUTHBOUND,N BROADWAY ST/EXIT 302,OR,MULTNOMAH,97227,45.53824,-122.66963,45.53509,-122.66697,0.252828,351.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,4,5,2,1,,88832,3442,8981,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,44416,1721,4491
114N04455,I-5,SOUTHBOUND,WEIDLER ST/EXIT 302,OR,MULTNOMAH,97232,45.53482,-122.66675,45.53175,-122.66539,0.223378,353.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,4,5,2,1,,88832,3442,8981,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,44416,1721,4491
114N04450,I-5,SOUTHBOUND,I-405,OR,MULTNOMAH,97201,45.50682,-122.67098,45.50635,-122.67191,0.055512,362.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,2,1,4,5,2,1,5,123222,4042,11731,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,61611,2021,5866
114P13501,WEIDLER ST,EASTBOUND,NE VICTORIA AVE,OR,MULTNOMAH,97232,45.53438,-122.6657,45.53438,-122.66534,0.01742,3.0,America/Los_Angeles,P1.11,USA,2104,4,N,3,71317,1,,4,,1,1,,23445,877,399,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,23445,877,399
114-13066,SE MORRISON ST,WESTBOUND,I-5,OR,MULTNOMAH,97214,45.51723,-122.66181,45.51724,-122.66482,0.145709,3.0,America/Los_Angeles,P1.3,USA,1964,5,N,3,71317,1,1,3,,1,1,,20907,1225,544,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,20907,1225,544
114N04451,I-5,SOUTHBOUND,MARQUAM BRIDGE,OR,MULTNOMAH,97201,45.50924,-122.66711,45.50727,-122.67022,0.203365,360.0,America/Los_Angeles,P3.2,USA,94,2,N,1,71317,6,1,6,5,2,1,5,93368,2931,8849,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,46684,1466,4425
114+07971,181ST AVE,NORTHBOUND,E BURNSIDE ST,OR,MULTNOMAH,97233,45.51622,-122.4765,45.52192,-122.47715,0.397058,1.0,America/Los_Angeles,P1.11,USA,436,4,N,3,71317,2,,4,,1,1,,23946,2711,912,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11973,1356,456
114+04461,I-5,NORTHBOUND,US-30 BYP/LOMBARD ST/EXIT 305,OR,MULTNOMAH,97217,45.57233,-122.67859,45.57434,-122.67857,0.138858,1106.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,,6,5,2,1,5,112614,5349,12365,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,56307,2675,6183
114+04462,I-5,NORTHBOUND,COLUMBIA BLVD/EXIT 306,OR,MULTNOMAH,97217,45.57721,-122.67853,45.58389,-122.67902,0.463881,1108.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,1,6,5,2,1,5,98559,2858,9728,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,49280,1429,4864
114+07973,181ST AVE,NORTHBOUND,US-30/NE SANDY BLVD,OR,MULTNOMAH,97230,45.5424,-122.47733,45.54581,-122.47721,0.235787,5.0,America/Los_Angeles,P1.11,USA,436,4,N,3,71317,2,,4,,1,1,,22384,2384,1052,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11192,1192,526
114+05795,OR-99E,NORTHBOUND,NE FREMONT ST,OR,MULTNOMAH,97212,45.53507,-122.66063,45.54828,-122.66159,0.930374,69.0,America/Los_Angeles,P1.11,USA,258,4,N,3,71317,1,,4,99,4,1,99E,15174,815,1158,1,16,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,15174,815,1158
114+07972,181ST AVE,NORTHBOUND,I-84/US-30,OR,MULTNOMAH,97230,45.5221,-122.47715,45.54029,-122.47728,1.257584,3.0,America/Los_Angeles,P1.11,USA,436,2,N,3,71317,2,,4,,1,1,,28182,3000,1322,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,14091,1500,661
114-04457,I-5,SOUTHBOUND,I-405/US-30/EXIT 302,OR,MULTNOMAH,97227,45.55383,-122.67876,45.54898,-122.67882,0.335063,348.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,6,1,6,5,2,1,,106518,4457,11331,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,53259,2229,5666
114-04456,I-5,SOUTHBOUND,N BROADWAY ST/EXIT 302,OR,MULTNOMAH,97227,45.54219,-122.67332,45.53824,-122.66963,0.326857,350.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,4,5,2,1,,88945,3932,9474,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,44473,1966,4737
114-04459,I-5,SOUTHBOUND,ALBERTA ST/EXIT 303,OR,MULTNOMAH,97217,45.56705,-122.67874,45.56342,-122.67874,0.250773,346.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,6,5,2,1,,106885,4468,11370,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,53443,2234,5685
114+04460,I-5,NORTHBOUND,PORTLAND BLVD/EXIT 304,OR,MULTNOMAH,97217,45.56379,-122.67853,45.56703,-122.67853,0.223841,1104.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,,6,5,2,1,5,114153,5422,12534,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,57077,2711,6267
114-04458,I-5,SOUTHBOUND,KILLINGSWORTH ST/EXIT 303,OR,MULTNOMAH,97217,45.55668,-122.6787,45.55543,-122.67874,0.086377,347.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,6,5,2,1,,84686,4468,11370,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,42343,2234,5685
114-04453,I-5,SOUTHBOUND,OR-99E/EXIT 300,OR,MULTNOMAH,97232,45.52739,-122.66536,45.52529,-122.66545,0.145134,356.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,4,84,2,1,,49466,1733,5029,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,24733,867,2515
114-04452,I-5,SOUTHBOUND,EXIT 300,OR,MULTNOMAH,97214,45.52147,-122.66567,45.52069,-122.66589,0.05494,358.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,6,1,4,84,2,1,,63521,2146,6230,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,31761,1073,3115
114-04455,I-5,SOUTHBOUND,WEIDLER ST/EXIT 302,OR,MULTNOMAH,97227,45.53509,-122.66697,45.53482,-122.66675,0.021476,352.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,4,5,2,1,,88832,3442,8981,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,44416,1721,4491
114-04454,I-5,SOUTHBOUND,I-84/US-30/EXIT 301,OR,MULTNOMAH,97232,45.53175,-122.66539,45.52868,-122.66533,0.212192,354.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,6,1,4,84,2,1,5,86551,2899,8299,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,43276,1450,4150
114+05796,OR-99E,NORTHBOUND,NE KILLINGSWORTH ST,OR,MULTNOMAH,97211,45.54828,-122.66159,45.56274,-122.66142,0.999034,70.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114+05797,OR-99E,NORTHBOUND,NE PORTLAND BLVD,OR,MULTNOMAH,97211,45.56274,-122.66142,45.56998,-122.66136,0.500197,71.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114-04451,I-5,SOUTHBOUND,MARQUAM BRIDGE,OR,MULTNOMAH,97214,45.51198,-122.6677,45.50924,-122.66711,0.206005,359.0,America/Los_Angeles,P3.2,USA,94,2,N,1,71317,6,1,6,5,2,1,5,99787,3169,9470,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,49894,1585,4735
114+05798,OR-99E,NORTHBOUND,NE COLUMBIA BLVD,OR,MULTNOMAH,97211,45.57723,-122.66133,45.58112,-122.6613,0.268731,73.0,America/Los_Angeles,P1.11,USA,258,3,N,3,71317,2,1,4,99,4,1,99E,14354,1250,817,3,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7177,625,409
114-04450,I-5,SOUTHBOUND,I-405,OR,MULTNOMAH,97201,45.50727,-122.67022,45.50682,-122.67098,0.048168,361.0,America/Los_Angeles,P1.1,USA,94,2,N,1,71317,6,1,6,5,2,1,5,80384,2944,8882,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,40192,1472,4441
114+05799,OR-99E,NORTHBOUND,N VANCOUVER AVE,OR,MULTNOMAH,97211,45.58112,-122.6613,45.58949,-122.66583,0.620019,74.0,America/Los_Angeles,P1.11,USA,258,3,N,3,71317,2,1,4,99,4,1,99E,15355,1009,1150,3,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7678,505,575
114+13040,MILL PLAIN BLVD,WESTBOUND,GRAND BLVD,WA,CLARK,98661,45.62868,-122.6209,45.62826,-122.64066,0.975281,10.0,America/Los_Angeles,P1.11,USA,1956,4,N,3,71317,6,,4,,1,1,,16705,972,389,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8353,486,195
114P08130,DIVISION ST,EASTBOUND,NE BURNSIDE RD,OR,MULTNOMAH,97030,45.50478,-122.41805,45.5048,-122.41741,0.031016,11.0,America/Los_Angeles,P1.11,USA,469,3,N,3,71317,2,,4,,1,1,,18894,709,266,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9447,355,133
114+12195,ANDRESEN RD,NORTHBOUND,WA-500,WA,CLARK,98661,45.62681,-122.60163,45.64768,-122.60127,1.458643,3.0,America/Los_Angeles,P1.11,USA,1714,4,N,3,71317,2,,4,,1,1,,25695,1537,319,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12848,769,160
114N05799,OR-99E,SOUTHBOUND,N VANCOUVER AVE,OR,MULTNOMAH,97211,45.59037,-122.66636,45.58949,-122.66583,0.065969,3.0,America/Los_Angeles,P1.11,USA,258,3,N,3,71317,2,,4,99,4,1,99E,15361,963,1098,3,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7681,482,549
114N07972,181ST AVE,SOUTHBOUND,I-84/US-30,OR,MULTNOMAH,97230,45.5424,-122.47733,45.54029,-122.47728,0.145805,2.0,America/Los_Angeles,P1.11,USA,436,2,N,3,71317,2,,4,,1,1,,28469,3030,1337,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,14235,1515,669
114P12665,NE GLISAN ST,EASTBOUND,I-84/US-30/60TH AVE,OR,MULTNOMAH,97213,45.52647,-122.60389,45.52648,-122.60226,0.078891,5.0,America/Los_Angeles,P1.3,USA,1849,4,N,3,71317,2,,4,,1,1,,17214,1833,809,1,97,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8607,917,405
114N04461,I-5,SOUTHBOUND,US-30 BYP/LOMBARD ST/EXIT 305,OR,MULTNOMAH,97217,45.57721,-122.6787,45.57489,-122.67874,0.160278,343.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,6,5,2,1,5,107945,4621,11549,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,53973,2311,5775
114N07971,181ST AVE,SOUTHBOUND,E BURNSIDE ST,OR,MULTNOMAH,97233,45.5221,-122.47715,45.52192,-122.47715,0.012434,4.0,America/Los_Angeles,P1.11,USA,436,2,N,3,71317,2,,4,,1,1,,25601,3064,760,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12801,1532,380
114N04460,I-5,SOUTHBOUND,PORTLAND BLVD/EXIT 304,OR,MULTNOMAH,97217,45.57235,-122.67877,45.56705,-122.67874,0.366153,345.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,6,1,6,5,2,1,,106885,4468,11370,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,53443,2234,5685
114P12667,NE GLISAN ST,EASTBOUND,I-205,OR,MULTNOMAH,97220,45.52635,-122.56603,45.52633,-122.56433,0.082309,8.0,America/Los_Angeles,P1.3,USA,1849,4,N,3,71317,2,1,4,,1,1,,19145,680,1472,1,97,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9573,340,736
